lind	locus	bs_outl
10914	L13435	0
10915	L13436	0
10916	L13437	0
10917	L13438	0
10918	L13439	0
10919	L13440	0
10920	L13441	0
10921	L13443	0
10922	L13444	0
10923	L13445	0
10924	L13446	0
10925	L13447	0
10926	L13448	0
10927	L13449	0
10928	L13450	0
10929	L13451	0
10930	L13452	0
10931	L13453	0
10932	L13454	0
10933	L13455	0
10934	L13456	0
10935	L13457	0
10936	L13458	0
10937	L13459	0
10938	L13460	0
10939	L13461	0
10940	L13462	0
10941	L13464	0
10942	L13465	0
10943	L13466	0
10944	L13467	0
10945	L13468	0
10946	L13469	0
10947	L13470	0
10948	L13471	0
10949	L13472	0
10950	L13473	0
10951	L13474	0
10952	L13475	1
10953	L13476	0
10954	L13477	0
10955	L13480	0
10956	L13481	0
10957	L13482	1
10958	L13483	0
10959	L13484	0
10960	L13485	0
10961	L13486	1
10962	L13487	0
10963	L13489	0
10964	L13490	0
10965	L13491	0
10966	L13492	1
10967	L13493	0
10968	L13494	0
10969	L13495	0
10970	L13497	0
10971	L13498	0
10972	L13499	0
10973	L13500	0
10974	L13501	0
10975	L13502	0
10976	L13503	0
10977	L13504	0
10978	L13505	1
10979	L13506	0
10980	L13507	1
10981	L13508	0
10982	L13509	0
10983	L13510	0
10984	L13511	0
10985	L13512	0
10986	L13513	0
10987	L13514	1
10988	L13515	0
10989	L13516	0
10990	L13517	0
10991	L13518	0
10992	L13519	0
10993	L13520	0
10994	L13521	0
10995	L13522	0
10996	L13524	0
10997	L13525	0
10998	L13526	0
10999	L13527	0
11000	L13528	0
11001	L13529	0
11002	L13530	0
11003	L13531	0
11004	L13532	0
11005	L13533	0
11006	L13534	1
11007	L13535	0
11008	L13537	1
11009	L13538	1
11010	L13539	0
11011	L13540	0
11012	L13541	0
11013	L13542	0
11014	L13543	0
11015	L13544	0
11016	L13547	0
11017	L13548	0
11018	L13549	0
11019	L13550	1
11020	L13551	1
11021	L13552	0
11022	L13554	0
11023	L13555	1
11024	L13556	0
11025	L13557	0
11026	L13558	0
11027	L13559	0
11028	L13560	0
11029	L13562	0
11030	L13563	0
11031	L13564	0
11032	L13565	0
11033	L13566	0
11034	L13567	0
11035	L13568	0
11036	L13569	0
11037	L13570	0
11038	L13571	0
11039	L13572	0
11040	L13573	0
11041	L13574	0
11042	L13575	1
11043	L13576	0
11044	L13577	0
11045	L13578	0
11046	L13579	1
11047	L13580	0
11048	L13581	0
11049	L13582	0
11050	L13583	0
11051	L13584	0
11052	L13585	0
11053	L13586	0
11054	L13587	0
11055	L13588	0
11056	L13589	1
11057	L13591	0
11058	L13592	0
11059	L13593	0
11060	L13594	1
11061	L13595	0
11062	L13596	1
11063	L13597	0
11064	L13598	0
11065	L13599	0
11066	L13600	0
11067	L13601	0
11068	L13602	0
11069	L13603	0
11070	L13604	1
11071	L13605	0
11072	L13606	0
11073	L13607	0
11074	L13608	0
11075	L13609	0
11076	L13610	0
11077	L13611	0
11078	L13612	0
11079	L13613	0
11080	L13614	0
11081	L13615	0
11082	L13616	1
11083	L13617	0
11084	L13618	0
11085	L13619	0
11086	L13620	0
11087	L13621	0
11088	L13622	0
11089	L13623	0
11090	L13624	0
11091	L13625	0
11092	L13627	0
11093	L13628	1
11094	L13630	0
11095	L13632	0
11096	L13633	0
11097	L13634	0
11098	L13635	0
11099	L13636	0
11100	L13637	1
11101	L13638	0
11102	L13639	0
11103	L13640	0
11104	L13641	1
11105	L13642	0
11106	L13645	0
11107	L13646	0
11108	L13647	0
11109	L13648	0
11110	L13649	0
11111	L13650	0
11112	L13651	0
11113	L13652	0
11114	L13653	0
11115	L13654	0
11116	L13655	0
11117	L13656	0
11118	L13658	0
11119	L13659	0
11120	L13660	0
11121	L13661	0
11122	L13662	0
11123	L13663	0
11124	L13664	0
11125	L13665	0
11126	L13666	0
11127	L13667	0
11128	L13668	0
11129	L13669	0
11130	L13670	0
11131	L13671	0
11132	L13672	0
11133	L13673	0
11134	L13674	0
11135	L13675	0
11136	L13676	0
11137	L13677	0
11138	L13678	0
11139	L13679	0
11140	L13680	0
11141	L13681	0
11142	L13682	0
11143	L13683	0
11144	L13684	0
11145	L13685	0
11146	L13686	0
11147	L13687	0
11148	L13688	0
11149	L13689	1
11150	L13690	0
11151	L13691	1
11152	L13692	0
11153	L13693	0
11154	L13694	0
11155	L13696	0
11156	L13697	0
11157	L13698	0
11158	L13699	0
11159	L13700	0
11160	L13701	0
11161	L13702	0
11162	L13703	0
11163	L13704	0
11164	L13705	0
11165	L13706	0
11166	L13707	1
11167	L13708	0
11168	L13709	0
11169	L13710	1
11170	L13711	0
11171	L13712	0
11172	L13713	0
11173	L13714	0
11174	L13715	0
11175	L13716	1
11176	L13717	0
11177	L13718	0
11178	L13719	0
11179	L13720	0
11180	L13721	0
11181	L13722	0
11182	L13723	0
11183	L13724	0
11184	L13725	1
11185	L13726	0
11186	L13727	1
11187	L13729	0
11188	L13730	0
11189	L13731	0
11190	L13732	1
11191	L13734	0
11192	L13735	0
11193	L13736	0
11194	L13737	0
11195	L13738	0
11196	L13740	0
11197	L13741	0
11198	L13742	1
11199	L13743	1
11200	L13744	0
11201	L13745	0
11202	L13746	0
11203	L13747	0
11204	L13748	0
11205	L13749	0
11206	L13750	1
11207	L13751	0
11208	L13752	0
11209	L13753	0
11210	L13754	0
11211	L13755	0
11212	L13756	0
11213	L13757	0
11214	L13758	0
11215	L13759	1
11216	L13760	0
11217	L13761	0
11218	L13762	0
11219	L13763	0
11220	L13764	0
11221	L13765	0
11222	L13766	0
11223	L13767	1
11224	L13768	0
11225	L13769	0
11226	L13770	0
11227	L13771	0
11228	L13772	0
11229	L13773	0
11230	L13774	0
11231	L13775	0
11232	L13776	1
11233	L13777	1
11234	L13778	0
11235	L13779	1
11236	L13780	0
11237	L13781	0
11238	L13782	1
11239	L13783	0
11240	L13784	1
11241	L13785	0
11242	L13786	0
11243	L13787	0
11244	L13788	0
11245	L13789	0
11246	L13790	0
11247	L13791	0
11248	L13792	0
11249	L13793	0
11250	L13794	0
11251	L13795	0
11252	L13796	0
11253	L13797	0
11254	L13798	0
11255	L13799	0
11256	L13800	0
11257	L13801	0
11258	L13802	0
11259	L13803	0
11260	L13804	0
11261	L13805	0
11262	L13806	0
11263	L13807	0
11264	L13808	0
11265	L13809	0
11266	L13810	0
11267	L13811	0
11268	L13812	0
11269	L13813	0
11270	L13814	0
11271	L13815	0
11272	L13816	0
11273	L13817	0
11274	L13818	0
11275	L13819	0
11276	L13821	0
11277	L13822	0
11278	L13823	0
11279	L13824	0
11280	L13825	0
11281	L13826	0
11282	L13827	0
11283	L13828	0
11284	L13829	0
11285	L13830	0
11286	L13831	1
11287	L13832	0
11288	L13833	0
11289	L13834	0
11290	L13835	0
11291	L13836	0
11292	L13837	0
11293	L13838	0
11294	L13839	0
11295	L13840	0
11296	L13841	0
11297	L13842	0
11298	L13843	0
11299	L13844	0
11300	L13845	0
11301	L13846	0
11302	L13847	0
11303	L13848	0
11304	L13849	0
11305	L13850	0
11306	L13851	0
11307	L13852	0
11308	L13853	0
11309	L13854	0
11310	L13857	0
11311	L13858	0
11312	L13859	0
11313	L13860	0
11314	L13861	0
11315	L13862	0
11316	L13863	0
11317	L13864	1
11318	L13865	0
11319	L13866	0
11320	L13867	0
11321	L13868	0
11322	L13869	0
11323	L13870	0
11324	L13871	0
11325	L13872	0
11326	L13874	0
11327	L13875	0
11328	L13876	0
11329	L13877	0
11330	L13878	0
11331	L13879	0
11332	L13880	0
11333	L13881	1
11334	L13883	0
11335	L13884	0
11336	L13885	0
11337	L13886	1
11338	L13887	1
11339	L13888	0
11340	L13889	0
11341	L13890	1
11342	L13891	1
11343	L13892	0
11344	L13893	0
11345	L13894	0
11346	L13896	0
11347	L13897	0
11348	L13898	0
11349	L13899	0
11350	L13900	0
11351	L13902	1
11352	L13903	0
11353	L13904	0
11354	L13905	0
11355	L13906	0
11356	L13907	0
11357	L13909	0
11358	L13910	0
11359	L13911	0
11360	L13912	1
11361	L13913	0
11362	L13914	0
11363	L13915	0
11364	L13916	0
11365	L13917	0
11366	L13919	0
11367	L13920	1
11368	L13921	0
11369	L13922	0
11370	L13923	0
11371	L13924	0
11372	L13925	0
11373	L13927	0
11374	L13928	1
11375	L13929	1
11376	L13930	0
11377	L13932	0
11378	L13933	0
11379	L13934	0
11380	L13935	0
11381	L13936	0
11382	L13937	0
11383	L13938	0
11384	L13940	0
11385	L13941	0
11386	L13942	0
11387	L13944	0
11388	L13945	0
11389	L13946	0
11390	L13947	1
11391	L13949	0
11392	L13951	0
11393	L13953	1
11394	L13954	0
11395	L13955	0
11396	L13957	0
11397	L13958	0
11398	L13959	1
11399	L13960	0
11400	L13961	1
11401	L13962	0
11402	L13963	0
11403	L13964	0
11404	L13965	0
11405	L13966	0
11406	L13967	0
11407	L13968	0
11408	L13969	0
11409	L13970	0
11410	L13971	0
11411	L13972	0
11412	L13973	0
11413	L13974	1
11414	L13975	0
11415	L13976	0
11416	L13978	0
11417	L13979	0
11418	L13980	0
11419	L13981	0
11420	L13982	0
11421	L13983	0
11422	L13984	0
11423	L13985	0
11424	L13986	0
11425	L13987	0
11426	L13988	0
11427	L13989	0
11428	L13990	0
11429	L13991	0
11430	L13992	0
11431	L13993	0
11432	L13994	0
11433	L13995	0
11434	L13996	0
11435	L13997	0
11436	L13998	0
11437	L13999	1
11438	L14000	0
11439	L14001	0
11440	L14002	0
11441	L14003	1
11442	L14004	1
11443	L14005	0
11444	L14006	0
11445	L14007	0
11446	L14008	0
11447	L14009	0
11448	L14010	0
11449	L14011	1
11450	L14012	0
11451	L14013	0
11452	L14014	0
11453	L14015	1
11454	L14016	0
11455	L14017	0
11456	L14018	0
11457	L14019	0
11458	L14020	0
11459	L14021	0
11460	L14022	0
11461	L14023	0
11462	L14024	0
11463	L14025	0
11464	L14027	0
11465	L14028	0
11466	L14029	0
11467	L14030	0
11468	L14031	0
11469	L14033	0
11470	L14034	0
11471	L14035	1
11472	L14036	0
11473	L14037	0
11474	L14038	1
11475	L14039	0
11476	L14040	0
11477	L14041	0
11478	L14042	0
11479	L14043	0
11480	L14044	0
11481	L14045	0
11482	L14046	0
11483	L14047	1
11484	L14048	0
11485	L14049	0
11486	L14051	0
11487	L14052	0
11488	L14053	0
11489	L14054	0
11490	L14055	0
11491	L14056	0
11492	L14057	1
11493	L14058	0
11494	L14059	0
11495	L14060	0
11496	L14061	0
11497	L14062	0
11498	L14064	0
11499	L14065	0
11500	L14066	0
11501	L14067	0
11502	L14068	0
11503	L14069	0
11504	L14070	0
11505	L14071	0
11506	L14072	0
11507	L14073	0
11508	L14075	0
11509	L14076	0
11510	L14077	0
11511	L14078	0
11512	L14079	0
11513	L14080	0
11514	L14081	1
11515	L14082	0
11516	L14083	0
11517	L14084	1
11518	L14085	0
11519	L14086	0
11520	L14087	0
11521	L14088	0
11522	L14089	0
11523	L14090	0
11524	L14092	0
11525	L14093	0
11526	L14094	0
11527	L14095	0
11528	L14096	0
11529	L14097	0
11530	L14098	0
11531	L14100	0
11532	L14101	0
11533	L14102	0
11534	L14103	0
11535	L14104	0
11536	L14105	1
11537	L14106	0
11538	L14107	0
11539	L14108	0
11540	L14109	0
11541	L14113	0
11542	L14114	0
11543	L14115	0
11544	L14116	0
11545	L14117	0
11546	L14118	0
11547	L14119	0
11548	L14120	0
11549	L14121	0
11550	L14122	0
11551	L14123	0
11552	L14124	0
11553	L14125	0
11554	L14126	0
11555	L14127	0
11556	L14128	0
11557	L14129	0
11558	L14130	0
11559	L14131	1
11560	L14132	0
11561	L14133	0
11562	L14135	0
11563	L14136	0
11564	L14137	0
11565	L14138	0
11566	L14139	0
11567	L14140	0
11568	L14141	0
11569	L14142	0
11570	L14143	0
11571	L14144	0
11572	L14145	1
11573	L14146	0
11574	L14147	0
11575	L14148	0
11576	L14149	0
11577	L14150	0
11578	L14151	0
11579	L14152	0
11580	L14153	0
11581	L14155	0
11582	L14156	0
11583	L14157	0
11584	L14158	0
11585	L14159	0
11586	L14160	0
11587	L14161	0
11588	L14162	0
11589	L14163	0
11590	L14164	0
11591	L14165	0
11592	L14166	0
11593	L14167	0
11594	L14168	1
11595	L14169	0
11596	L14170	0
11597	L14171	0
11598	L14172	0
11599	L14174	0
11600	L14175	1
11601	L14176	0
11602	L14177	0
11603	L14178	0
11604	L14179	0
11605	L14180	0
11606	L14181	1
11607	L14182	0
11608	L14183	1
11609	L14185	0
11610	L14186	0
11611	L14187	0
11612	L14188	0
11613	L14189	1
11614	L14190	0
11615	L14191	0
11616	L14192	0
11617	L14193	1
11618	L14194	0
11619	L14195	0
11620	L14196	0
11621	L14197	0
11622	L14198	0
11623	L14199	0
11624	L14200	0
11625	L14201	1
11626	L14202	0
11627	L14203	1
11628	L14204	0
11629	L14205	0
11630	L14206	0
11631	L14207	0
11632	L14208	0
11633	L14209	1
11634	L14210	0
11635	L14212	0
11636	L14213	0
11637	L14214	0
11638	L14215	0
11639	L14216	0
11640	L14217	0
11641	L14218	0
11642	L14219	0
11643	L14220	0
11644	L14221	0
11645	L14222	0
11646	L14223	0
11647	L14224	0
11648	L14225	1
11649	L14226	0
11650	L14227	0
11651	L14228	0
11652	L14229	0
11653	L14231	0
11654	L14232	0
11655	L14233	0
11656	L14234	0
11657	L14235	0
11658	L14236	0
11659	L14237	0
11660	L14238	0
11661	L14239	0
11662	L14240	0
11663	L14241	0
11664	L14242	0
11665	L14243	0
11666	L14244	0
11667	L14245	0
11668	L14246	0
11669	L14247	0
11670	L14248	0
11671	L14249	0
11672	L14250	0
11673	L14251	0
11674	L14252	0
11675	L14253	0
11676	L14254	0
11677	L14255	0
11678	L14256	1
11679	L14257	0
11680	L14258	0
11681	L14259	0
11682	L14260	0
11683	L14261	0
11684	L14262	0
11685	L14264	0
11686	L14265	0
11687	L14266	0
11688	L14267	0
11689	L14268	0
11690	L14269	0
11691	L14270	0
11692	L14271	0
11693	L14272	0
11694	L14273	0
11695	L14274	0
11696	L14275	0
11697	L14276	0
11698	L14277	0
11699	L14278	0
11700	L14279	0
11701	L14280	0
11702	L14281	0
11703	L14282	1
11704	L14283	0
11705	L14284	0
11706	L14285	0
11707	L14286	0
11708	L14287	0
11709	L14288	1
11710	L14289	0
11711	L14290	0
11712	L14291	0
11713	L14292	0
11714	L14293	0
11715	L14294	0
11716	L14295	0
11717	L14296	0
11718	L14297	0
11719	L14298	0
11720	L14299	0
11721	L14300	0
11722	L14301	0
11723	L14302	0
11724	L14303	0
11725	L14304	0
11726	L14305	0
11727	L14306	0
11728	L14307	0
11729	L14309	0
11730	L14310	0
11731	L14311	0
11732	L14312	0
11733	L14313	0
11734	L14314	0
11735	L14315	0
11736	L14316	0
11737	L14317	0
11738	L14318	0
11739	L14319	0
11740	L14320	0
11741	L14321	0
11742	L14322	0
11743	L14323	0
11744	L14324	0
11745	L14325	0
11746	L14326	1
11747	L14327	0
11748	L14328	0
11749	L14329	0
11750	L14331	0
11751	L14333	0
11752	L14334	0
11753	L14335	0
11754	L14336	0
11755	L14337	0
11756	L14339	0
11757	L14340	0
11758	L14341	0
11759	L14342	0
11760	L14343	0
11761	L14344	0
11762	L14345	0
11763	L14346	0
11764	L14347	0
11765	L14348	0
11766	L14349	0
11767	L14350	0
11768	L14351	0
11769	L14352	0
11770	L14353	0
11771	L14354	0
11772	L14355	0
11773	L14356	0
11774	L14357	0
11775	L14358	0
11776	L14359	0
11777	L14360	0
11778	L14361	0
11779	L14362	0
11780	L14363	0
11781	L14364	0
11782	L14365	0
11783	L14366	0
11784	L14367	0
11785	L14369	0
11786	L14370	0
11787	L14371	0
11788	L14372	0
11789	L14373	1
11790	L14374	0
11791	L14375	0
11792	L14376	0
11793	L14377	0
11794	L14378	1
11795	L14379	0
11796	L14380	0
11797	L14381	1
11798	L14382	0
11799	L14383	0
11800	L14385	0
11801	L14387	1
11802	L14388	0
11803	L14389	0
11804	L14390	0
11805	L14391	0
11806	L14393	0
11807	L14394	0
11808	L14395	0
11809	L14396	0
11810	L14397	0
11811	L14398	0
11812	L14399	1
11813	L14400	0
11814	L14401	0
11815	L14402	0
11816	L14403	0
11817	L14404	1
11818	L14405	0
11819	L14406	0
11820	L14407	0
11821	L14408	0
11822	L14409	0
11823	L14410	0
11824	L14411	0
11825	L14412	0
11826	L14413	0
11827	L14414	0
11828	L14415	0
11829	L14416	0
11830	L14417	1
11831	L14418	0
11832	L14419	0
11833	L14420	0
11834	L14421	0
11835	L14422	0
11836	L14423	0
11837	L14424	0
11838	L14425	0
11839	L14426	0
11840	L14427	0
11841	L14428	1
11842	L14429	0
11843	L14430	0
11844	L14431	0
11845	L14432	0
11846	L14433	0
11847	L14434	0
11848	L14435	0
11849	L14436	0
11850	L14437	0
11851	L14438	0
11852	L14439	0
11853	L14440	0
11854	L14441	0
11855	L14442	0
11856	L14443	0
11857	L14444	0
11858	L14445	1
11859	L14446	0
11860	L14447	0
11861	L14448	0
11862	L14449	0
11863	L14450	0
11864	L14451	0
11865	L14452	0
11866	L14453	0
11867	L14454	1
11868	L14455	1
11869	L14456	0
11870	L14457	0
11871	L14458	0
11872	L14459	0
11873	L14460	0
11874	L14461	0
11875	L14462	0
11876	L14463	0
11877	L14464	0
11878	L14465	0
11879	L14467	0
11880	L14468	0
11881	L14469	0
11882	L14470	0
11883	L14471	0
11884	L14472	0
11885	L14473	0
11886	L14475	0
11887	L14476	0
11888	L14477	0
11889	L14478	0
11890	L14479	0
11891	L14481	0
11892	L14482	0
11893	L14483	0
11894	L14484	0
11895	L14485	0
11896	L14486	0
11897	L14487	0
11898	L14488	0
11899	L14489	0
11900	L14490	0
11901	L14491	0
11902	L14492	1
11903	L14493	0
11904	L14494	0
11905	L14495	0
11906	L14496	0
11907	L14498	0
11908	L14499	0
11909	L14500	0
11910	L14501	0
11911	L14502	0
11912	L14503	0
11913	L14504	0
11914	L14505	1
11915	L14506	1
11916	L14507	0
11917	L14508	0
11918	L14509	0
11919	L14510	0
11920	L14511	0
11921	L14512	0
11922	L14513	0
11923	L14515	0
11924	L14516	0
11925	L14517	0
11926	L14518	0
11927	L14519	0
11928	L14520	0
11929	L14522	0
11930	L14523	1
11931	L14524	0
11932	L14525	0
11933	L14526	1
11934	L14527	1
11935	L14528	0
11936	L14529	0
11937	L14530	0
11938	L14532	1
11939	L14533	0
11940	L14534	1
11941	L14536	1
11942	L14537	0
11943	L14538	0
11944	L14539	0
11945	L14540	0
11946	L14541	0
11947	L14542	0
11948	L14543	0
11949	L14544	0
11950	L14545	0
11951	L14546	0
11952	L14547	0
11953	L14548	0
11954	L14549	0
11955	L14550	0
11956	L14551	0
11957	L14552	0
11958	L14553	0
11959	L14554	0
11960	L14555	0
11961	L14556	0
11962	L14557	0
11963	L14558	0
11964	L14559	0
11965	L14560	1
11966	L14561	0
11967	L14562	0
11968	L14563	0
11969	L14564	0
11970	L14565	1
11971	L14567	0
11972	L14568	0
11973	L14569	1
11974	L14570	0
11975	L14571	0
11976	L14572	0
11977	L14573	0
11978	L14574	0
11979	L14575	0
11980	L14576	0
11981	L14577	0
11982	L14578	0
11983	L14579	0
11984	L14580	0
11985	L14581	0
11986	L14582	0
11987	L14583	0
11988	L14584	0
11989	L14585	0
11990	L14586	0
11991	L14587	0
11992	L14588	0
11993	L14589	0
11994	L14590	1
11995	L14591	0
11996	L14592	0
11997	L14593	0
11998	L14594	0
11999	L14595	0
12000	L14596	0
12001	L14597	0
12002	L14598	1
12003	L14599	0
12004	L14600	0
12005	L14601	0
12006	L14602	0
12007	L14603	0
12008	L14604	0
12009	L14606	0
12010	L14607	1
12011	L14608	0
12012	L14609	1
12013	L14610	0
12014	L14611	1
12015	L14612	0
12016	L14613	0
12017	L14614	0
12018	L14615	0
12019	L14617	0
12020	L14618	0
12021	L14619	1
12022	L14620	0
12023	L14621	1
12024	L14622	0
12025	L14623	0
12026	L14624	0
12027	L14625	0
12028	L14626	0
12029	L14627	0
12030	L14628	0
12031	L14629	0
12032	L14630	0
12033	L14631	0
12034	L14632	0
12035	L14633	0
12036	L14634	1
12037	L14635	0
12038	L14636	0
12039	L14638	0
12040	L14639	0
12041	L14640	0
12042	L14641	0
12043	L14642	0
12044	L14644	1
12045	L14645	0
12046	L14647	0
12047	L14648	0
12048	L14649	0
12049	L14650	0
12050	L14651	0
12051	L14652	0
12052	L14653	0
12053	L14654	0
12054	L14655	1
12055	L14656	1
12056	L14657	0
12057	L14658	1
12058	L14661	1
12059	L14663	0
12060	L14664	0
12061	L14665	0
12062	L14666	0
12063	L14667	0
12064	L14668	0
12065	L14669	0
12066	L14670	0
12067	L14671	0
12068	L14672	0
12069	L14674	0
12070	L14675	0
12071	L14676	0
12072	L14678	1
12073	L14679	0
12074	L14680	1
12075	L14681	0
12076	L14682	0
12077	L14683	0
12078	L14684	0
12079	L14685	0
12080	L14686	0
12081	L14687	0
12082	L14688	0
12083	L14689	0
12084	L14690	1
12085	L14691	0
12086	L14692	0
12087	L14693	0
12088	L14695	0
12089	L14696	0
12090	L14698	0
12091	L14699	0
12092	L14700	0
12093	L14701	0
12094	L14702	0
12095	L14703	0
12096	L14704	0
12097	L14705	0
12098	L14707	0
12099	L14708	0
12100	L14709	0
12101	L14710	1
12102	L14711	0
12103	L14712	0
12104	L14713	0
12105	L14714	0
12106	L14715	0
12107	L14717	1
12108	L14718	0
12109	L14719	0
12110	L14720	1
12111	L14721	0
12112	L14722	0
12113	L14723	0
12114	L14724	0
12115	L14725	0
12116	L14726	1
12117	L14728	0
12118	L14729	0
12119	L14730	0
12120	L14731	0
12121	L14732	0
12122	L14733	0
12123	L14734	0
12124	L14735	0
12125	L14736	0
12126	L14737	0
12127	L14738	0
12128	L14739	1
12129	L14740	0
12130	L14741	1
12131	L14742	0
12132	L14743	0
12133	L14744	0
12134	L14745	1
12135	L14746	1
12136	L14747	1
12137	L14748	1
12138	L14749	0
12139	L14751	0
12140	L14752	0
12141	L14753	0
12142	L14754	0
12143	L14755	0
12144	L14756	0
12145	L14757	0
12146	L14758	0
12147	L14759	0
12148	L14760	0
12149	L14761	0
12150	L14762	0
12151	L14763	0
12152	L14765	0
12153	L14766	0
12154	L14767	1
12155	L14768	1
12156	L14769	0
12157	L14770	0
12158	L14771	0
12159	L14772	0
12160	L14773	0
12161	L14774	0
12162	L14775	1
12163	L14776	0
12164	L14777	1
12165	L14778	0
12166	L14779	0
12167	L14780	1
12168	L14781	1
12169	L14782	0
12170	L14783	0
12171	L14784	0
12172	L14785	0
12173	L14786	0
12174	L14787	0
12175	L14788	0
12176	L14789	0
12177	L14790	0
12178	L14791	0
12179	L14792	0
12180	L14793	0
12181	L14794	1
12182	L14795	0
12183	L14797	0
12184	L14798	0
12185	L14799	0
12186	L14800	1
12187	L14801	0
12188	L14802	1
12189	L14803	1
12190	L14804	0
12191	L14805	0
12192	L14806	0
12193	L14807	0
12194	L14808	0
12195	L14809	0
12196	L14810	0
12197	L14811	0
12198	L14812	0
12199	L14813	0
12200	L14814	0
12201	L14815	0
12202	L14816	0
12203	L14817	0
12204	L14818	0
12205	L14819	0
12206	L14820	0
12207	L14821	0
12208	L14822	1
12209	L14823	0
12210	L14824	0
12211	L14825	0
12212	L14826	0
12213	L14827	0
12214	L14829	0
12215	L14830	0
12216	L14831	0
12217	L14832	0
12218	L14834	0
12219	L14835	0
12220	L14836	0
12221	L14837	0
12222	L14839	0
12223	L14840	0
12224	L14841	1
12225	L14842	0
12226	L14843	0
12227	L14844	0
12228	L14846	0
12229	L14847	0
12230	L14848	0
12231	L14849	0
12232	L14850	0
12233	L14851	0
12234	L14852	0
12235	L14853	0
12236	L14854	0
12237	L14855	0
12238	L14856	0
12239	L14857	0
12240	L14858	0
12241	L14859	0
12242	L14860	1
12243	L14861	0
12244	L14862	0
12245	L14863	0
12246	L14864	0
12247	L14865	0
12248	L14866	0
12249	L14867	0
12250	L14869	0
12251	L14870	0
12252	L14871	0
12253	L14872	0
12254	L14873	0
12255	L14874	0
12256	L14875	0
12257	L14876	0
12258	L14877	0
12259	L14878	0
12260	L14879	1
12261	L14880	1
12262	L14881	0
12263	L14882	0
12264	L14883	0
12265	L14884	0
12266	L14885	0
12267	L14886	0
12268	L14887	0
12269	L14888	0
12270	L14889	0
12271	L14890	0
12272	L14891	0
12273	L14892	0
12274	L14893	1
12275	L14895	0
12276	L14896	0
12277	L14897	0
12278	L14898	0
12279	L14899	0
12280	L14900	0
12281	L14901	1
12282	L14902	0
12283	L14903	0
12284	L14905	1
12285	L14906	0
12286	L14907	0
12287	L14908	0
12288	L14909	0
12289	L14910	0
12290	L14911	0
12291	L14912	0
12292	L14913	0
12293	L14914	0
12294	L14915	0
12295	L14917	0
12296	L14918	1
12297	L14919	0
12298	L14920	0
12299	L14921	1
12300	L14922	0
12301	L14923	0
12302	L14924	0
12303	L14925	0
12304	L14926	0
12305	L14927	0
12306	L14928	0
12307	L14929	0
12308	L14930	0
12309	L14931	0
12310	L14932	0
12311	L14934	0
12312	L14935	0
12313	L14936	0
12314	L14937	0
12315	L14938	0
12316	L14939	0
12317	L14940	0
12318	L14941	0
12319	L14942	0
12320	L14943	0
12321	L14945	0
12322	L14946	0
12323	L14947	0
12324	L14948	0
12325	L14949	0
12326	L14950	0
12327	L14951	0
12328	L14952	0
12329	L14953	0
12330	L14954	0
12331	L14955	0
12332	L14956	0
12333	L14957	0
12334	L14958	0
12335	L14959	0
12336	L14960	0
12337	L14961	0
12338	L14962	0
12339	L14963	0
12340	L14964	0
12341	L14965	1
12342	L14966	0
12343	L14967	0
12344	L14968	0
12345	L14969	0
12346	L14970	0
12347	L14971	0
12348	L14972	0
12349	L14973	1
12350	L14974	0
12351	L14975	1
12352	L14976	0
12353	L14977	0
12354	L14978	0
12355	L14979	0
12356	L14980	0
12357	L14981	0
12358	L14982	0
12359	L14984	0
12360	L14986	0
12361	L14987	0
12362	L14988	0
12363	L14989	1
12364	L14990	1
12365	L14991	0
12366	L14992	0
12367	L14993	0
12368	L14994	0
12369	L14995	0
12370	L14996	0
12371	L14997	0
12372	L14998	0
12373	L14999	0
12374	L15000	0
12375	L15001	1
12376	L15002	0
12377	L15003	0
12378	L15004	0
12379	L15005	0
12380	L15006	0
12381	L15007	0
12382	L15008	0
12383	L15009	0
12384	L15010	0
12385	L15011	0
12386	L15012	1
12387	L15013	0
12388	L15014	0
12389	L15015	0
12390	L15016	0
12391	L15017	0
12392	L15019	0
12393	L15020	1
12394	L15021	0
12395	L15022	0
12396	L15023	0
12397	L15024	0
12398	L15026	0
12399	L15027	0
12400	L15028	0
12401	L15029	0
12402	L15030	0
